flag_id,trip_id,driver_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context
FLAG001,TRIP180,DRV175,2024-02-06 06:02:01,121,harsh_braking,medium,0.97,0.34,0.69,Hard acceleration detected (3.4 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG142,TRIP007,DRV095,2024-02-06 11:08:20,1220,sustained_stress,medium,0.57,0.54,0.56,Continued elevated audio (68 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG143,TRIP113,DRV056,2024-02-06 11:18:42,462,moderate_brake,low,0.5,0.31,0.41,Moderate motion event (1.7 m/s²) with audio evidence (score=0.31).,Motion: moderate | Audio: normal
FLAG144,TRIP173,DRV096,2024-02-06 11:20:35,575,moderate_brake,low,0.46,0.37,0.42,Moderate motion event (1.6 m/s²) with audio evidence (score=0.37).,Motion: moderate | Audio: normal
FLAG145,TRIP029,DRV106,2024-02-06 11:24:01,61,moderate_brake,low,0.52,0.46,0.49,Moderate motion event (1.8 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG146,TRIP113,DRV056,2024-02-06 11:26:25,925,audio_spike,high,0.61,0.88,0.73,Elevated cabin audio (83 dB) detected.,Motion: moderate | Audio: argument
FLAG147,TRIP149,DRV134,2024-02-06 11:28:15,315,harsh_braking,medium,1.0,0.32,0.7,Hard acceleration detected (4.2 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG148,TRIP209,DRV198,2024-02-06 11:28:52,352,audio_spike,medium,0.48,0.92,0.67,Elevated cabin audio (87 dB) detected.,Motion: moderate | Audio: argument
FLAG149,TRIP209,DRV198,2024-02-06 11:29:22,382,conflict_moment,high,1.0,0.92,0.96,Combined signal: Harsh acceleration (4.3 m/s²) + sustained high audio (87 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG150,TRIP173,DRV096,2024-02-06 11:30:10,1150,sustained_stress,medium,0.57,0.68,0.62,Continued elevated audio (77 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG151,TRIP209,DRV198,2024-02-06 11:33:50,650,harsh_braking,medium,1.0,0.32,0.7,Hard acceleration detected (4.3 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG152,TRIP029,DRV106,2024-02-06 11:36:36,816,moderate_brake,low,0.59,0.46,0.53,Moderate motion event (2.1 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG153,TRIP089,DRV078,2024-02-06 11:37:47,887,harsh_braking,medium,1.0,0.31,0.69,Hard acceleration detected (4.0 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG154,TRIP125,DRV198,2024-02-06 11:42:12,432,audio_spike,medium,0.52,0.81,0.65,Elevated cabin audio (84 dB) detected.,Motion: moderate | Audio: argument
FLAG155,TRIP089,DRV078,2024-02-06 11:47:54,1494,conflict_moment,high,0.84,0.86,0.85,Combined signal: Harsh braking (2.9 m/s²) + sustained high audio (87 dB). Potential argument.,Motion: harsh_brake | Audio: argument
FLAG156,TRIP089,DRV078,2024-02-06 11:48:24,1524,audio_spike,medium,0.56,0.86,0.7,Elevated cabin audio (87 dB) detected.,Motion: moderate | Audio: argument
FLAG157,TRIP041,DRV118,2024-02-06 12:00:46,826,audio_spike,low,0.17,0.92,0.51,Elevated cabin audio (87 dB) detected.,Motion: normal | Audio: argument
FLAG158,TRIP197,DRV052,2024-02-06 12:11:18,738,moderate_brake,medium,0.5,0.65,0.57,Moderate motion event (1.8 m/s²) with audio evidence (score=0.65).,Motion: moderate | Audio: elevated
FLAG159,TRIP078,DRV194,2024-02-06 12:11:22,322,moderate_brake,low,0.53,0.37,0.46,Moderate motion event (1.8 m/s²) with audio evidence (score=0.37).,Motion: moderate | Audio: normal
FLAG160,TRIP197,DRV052,2024-02-06 12:11:48,768,harsh_braking,high,1.0,0.65,0.84,Hard acceleration detected (4.2 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG161,TRIP137,DRV021,2024-02-06 12:13:20,860,conflict_moment,low,0.57,0.27,0.43,Event: motion_score=0.57 audio_score=0.27,Motion: moderate | Audio: normal
FLAG162,TRIP137,DRV021,2024-02-06 12:13:50,890,harsh_braking,low,0.58,0.27,0.44,Event: motion_score=0.58 audio_score=0.27,Motion: moderate | Audio: normal
FLAG163,TRIP078,DRV194,2024-02-06 12:16:44,644,sustained_stress,medium,0.66,0.67,0.66,Continued elevated audio (77 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG164,TRIP137,DRV021,2024-02-06 12:19:43,1243,sustained_stress,low,0.42,0.66,0.53,Continued elevated audio (75 dB) with moderate motion disturbance.,Motion: normal | Audio: very_loud
FLAG165,TRIP054,DRV046,2024-02-06 12:19:44,104,conflict_moment,high,0.8,0.73,0.77,Combined signal: motion + audio events detected in trip. Hard acceleration detected (2.8 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG166,TRIP077,DRV206,2024-02-06 12:20:18,1278,sustained_stress,medium,0.56,0.66,0.61,Continued elevated audio (76 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG167,TRIP197,DRV052,2024-02-06 12:20:26,1286,harsh_braking,high,1.0,0.64,0.84,Sudden deceleration detected (4.2 m/s² spike). Audio elevated.,Motion: harsh_brake | Audio: elevated
FLAG168,TRIP054,DRV046,2024-02-06 12:22:16,256,harsh_braking,medium,0.87,0.33,0.62,Hard acceleration detected (3.0 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG169,TRIP174,DRV085,2024-02-06 12:27:35,575,moderate_brake,low,0.48,0.32,0.41,Moderate motion event (1.7 m/s²) with audio evidence (score=0.32).,Motion: moderate | Audio: normal
FLAG170,TRIP198,DRV192,2024-02-06 12:30:49,1489,moderate_brake,medium,0.48,0.65,0.55,Moderate motion event (1.7 m/s²) with audio evidence (score=0.65).,Motion: moderate | Audio: elevated
FLAG171,TRIP054,DRV046,2024-02-06 12:35:11,1031,sustained_stress,medium,0.64,0.6,0.62,Continued elevated audio (74 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG172,TRIP174,DRV085,2024-02-06 12:37:11,1151,audio_spike,high,0.61,0.84,0.71,Elevated cabin audio (84 dB) detected.,Motion: moderate | Audio: argument
FLAG173,TRIP030,DRV150,2024-02-06 12:40:29,629,moderate_brake,medium,0.62,0.46,0.55,Moderate motion event (2.2 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG174,TRIP126,DRV157,2024-02-06 12:43:54,114,audio_spike,low,0.41,0.66,0.52,Event: motion_score=0.41 audio_score=0.66,Motion: normal | Audio: elevated
FLAG175,TRIP150,DRV179,2024-02-06 12:46:19,979,harsh_braking,medium,1.0,0.34,0.7,Hard acceleration detected (3.8 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG176,TRIP210,DRV172,2024-02-06 12:47:27,1047,conflict_moment,low,0.55,0.3,0.44,Event: motion_score=0.55 audio_score=0.3,Motion: moderate | Audio: normal
FLAG177,TRIP066,DRV135,2024-02-06 12:48:26,386,moderate_brake,low,0.43,0.33,0.38,Moderate motion event (1.5 m/s²) with audio evidence (score=0.33).,Motion: moderate | Audio: normal
FLAG178,TRIP030,DRV150,2024-02-06 12:48:32,1112,moderate_brake,medium,0.64,0.46,0.56,Moderate motion event (2.2 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG179,TRIP066,DRV135,2024-02-06 12:54:53,773,audio_spike,medium,0.54,0.87,0.69,Elevated cabin audio (82 dB) detected.,Motion: moderate | Audio: argument
FLAG180,TRIP162,DRV193,2024-02-06 13:02:15,495,sustained_stress,medium,0.51,0.7,0.59,Continued elevated audio (76 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG181,TRIP162,DRV193,2024-02-06 13:18:46,1486,conflict_moment,high,1.0,0.72,0.87,Combined signal: motion + audio events detected in trip. Hard acceleration detected (4.3 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG182,TRIP162,DRV193,2024-02-06 13:19:16,1516,harsh_braking,high,1.0,0.72,0.87,Sudden deceleration detected (4.1 m/s² spike). Audio elevated.,Motion: harsh_brake | Audio: very_loud
FLAG183,TRIP139,DRV043,2024-02-06 13:19:44,404,conflict_moment,medium,0.66,0.74,0.7,Combined signal: motion + audio events detected in trip. Continued elevated audio (78 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG184,TRIP139,DRV043,2024-02-06 13:20:14,434,harsh_braking,high,0.86,0.74,0.81,Hard acceleration detected (3.0 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG185,TRIP139,DRV043,2024-02-06 13:22:43,583,moderate_brake,medium,0.65,0.66,0.65,Moderate motion event (2.3 m/s²) with audio evidence (score=0.66).,Motion: moderate | Audio: elevated
FLAG186,TRIP175,DRV046,2024-02-06 13:30:11,311,moderate_brake,low,0.45,0.36,0.41,Moderate motion event (1.6 m/s²) with audio evidence (score=0.36).,Motion: moderate | Audio: normal
FLAG187,TRIP199,DRV035,2024-02-06 13:34:28,1288,sustained_stress,medium,0.62,0.72,0.66,Continued elevated audio (82 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG188,TRIP175,DRV046,2024-02-06 13:35:22,622,sustained_stress,low,0.58,0.33,0.47,Continued elevated audio (56 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG189,TRIP151,DRV001,2024-02-06 13:38:27,87,moderate_brake,medium,0.56,0.65,0.61,Moderate motion event (2.0 m/s²) with audio evidence (score=0.65).,Motion: moderate | Audio: elevated
FLAG190,TRIP151,DRV001,2024-02-06 13:38:57,117,harsh_braking,high,0.88,0.65,0.78,Hard acceleration detected (3.1 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG191,TRIP055,DRV074,2024-02-06 13:41:39,999,moderate_brake,low,0.59,0.32,0.46,Moderate motion event (2.1 m/s²) with audio evidence (score=0.32).,Motion: moderate | Audio: normal
FLAG192,TRIP151,DRV001,2024-02-06 13:44:55,475,conflict_moment,medium,0.65,0.72,0.68,Combined signal: motion + audio events detected in trip. Continued elevated audio (78 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG193,TRIP187,DRV084,2024-02-06 13:51:01,121,moderate_brake,low,0.44,0.32,0.38,Moderate motion event (1.5 m/s²) with audio evidence (score=0.32).,Motion: moderate | Audio: normal
FLAG194,TRIP187,DRV084,2024-02-06 13:53:02,242,sustained_stress,medium,0.54,0.73,0.62,Continued elevated audio (77 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG195,TRIP067,DRV153,2024-02-06 14:03:57,897,harsh_braking,medium,1.0,0.32,0.69,Hard acceleration detected (4.3 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG196,TRIP016,DRV067,2024-02-06 14:08:39,519,harsh_braking,medium,0.78,0.46,0.64,Hard acceleration detected (2.7 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG197,TRIP016,DRV067,2024-02-06 14:11:19,679,harsh_braking,medium,0.82,0.46,0.66,Hard acceleration detected (2.9 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG198,TRIP044,DRV131,2024-02-06 14:12:33,273,audio_spike,low,0.13,0.79,0.43,Elevated cabin audio (82 dB) detected.,Motion: normal | Audio: argument
FLAG199,TRIP164,DRV017,2024-02-06 14:15:52,472,sustained_stress,low,0.42,0.55,0.48,Continued elevated audio (73 dB) with moderate motion disturbance.,Motion: normal | Audio: very_loud
FLAG200,TRIP016,DRV067,2024-02-06 14:17:54,1074,moderate_brake,low,0.7,0.34,0.54,Moderate motion event (2.5 m/s²) with audio evidence (score=0.34).,Motion: moderate | Audio: normal
FLAG201,TRIP104,DRV021,2024-02-06 14:23:11,911,sustained_stress,low,0.5,0.59,0.54,Continued elevated audio (73 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG202,TRIP080,DRV172,2024-02-06 14:26:36,396,moderate_brake,low,0.51,0.53,0.52,Moderate motion event (1.8 m/s²) with audio evidence (score=0.53).,Motion: moderate | Audio: elevated
FLAG203,TRIP080,DRV172,2024-02-06 14:27:06,426,harsh_braking,high,0.85,0.53,0.71,Hard acceleration detected (3.0 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG204,TRIP080,DRV172,2024-02-06 14:29:34,574,conflict_moment,low,0.56,0.27,0.43,Event: motion_score=0.56 audio_score=0.27,Motion: moderate | Audio: normal
FLAG205,TRIP116,DRV195,2024-02-06 14:37:09,309,conflict_moment,low,0.52,0.3,0.42,Event: motion_score=0.52 audio_score=0.3,Motion: moderate | Audio: normal
FLAG206,TRIP116,DRV195,2024-02-06 14:42:19,619,sustained_stress,low,0.67,0.36,0.53,Continued elevated audio (59 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG207,TRIP092,DRV059,2024-02-06 14:56:16,736,moderate_brake,medium,0.52,0.63,0.57,Moderate motion event (1.8 m/s²) with audio evidence (score=0.63).,Motion: moderate | Audio: elevated
FLAG208,TRIP032,DRV043,2024-02-06 14:58:05,845,harsh_braking,high,0.73,0.68,0.71,Hard acceleration detected (2.5 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG209,TRIP032,DRV043,2024-02-06 14:58:08,848,sustained_stress,medium,0.5,0.68,0.58,Continued elevated audio (79 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG210,TRIP017,DRV144,2024-02-06 14:59:34,454,sustained_stress,low,0.62,0.42,0.53,Continued elevated audio (64 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG211,TRIP068,DRV182,2024-02-06 15:02:56,416,conflict_moment,low,0.46,0.34,0.41,Continued elevated audio (57 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG212,TRIP068,DRV182,2024-02-06 15:03:26,446,moderate_brake,low,0.43,0.34,0.39,Moderate motion event (1.5 m/s²) with audio evidence (score=0.34).,Motion: moderate | Audio: very_loud
FLAG213,TRIP189,DRV018,2024-02-06 15:04:19,79,harsh_braking,high,1.0,0.36,0.71,Hard acceleration detected (4.2 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG214,TRIP017,DRV144,2024-02-06 15:07:05,905,audio_spike,high,0.68,0.84,0.75,Elevated cabin audio (83 dB) detected.,Motion: moderate | Audio: argument
FLAG215,TRIP017,DRV144,2024-02-06 15:09:19,1039,conflict_moment,high,0.77,0.73,0.75,Combined signal: Harsh acceleration (2.7 m/s²) + sustained high audio (81 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG216,TRIP129,DRV052,2024-02-06 15:21:30,1110,conflict_moment,low,0.16,0.72,0.41,Continued elevated audio (78 dB) with moderate motion disturbance.,Motion: normal | Audio: very_loud
FLAG217,TRIP081,DRV048,2024-02-06 15:28:10,70,audio_spike,medium,0.48,0.97,0.7,Elevated cabin audio (96 dB) detected.,Motion: moderate | Audio: argument
FLAG218,TRIP081,DRV048,2024-02-06 15:28:40,100,conflict_moment,high,0.77,0.97,0.86,Combined signal: Harsh acceleration (2.7 m/s²) + sustained high audio (96 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG219,TRIP045,DRV177,2024-02-06 15:30:10,910,moderate_brake,medium,0.62,0.64,0.63,Moderate motion event (2.2 m/s²) with audio evidence (score=0.64).,Motion: moderate | Audio: elevated
FLAG220,TRIP141,DRV060,2024-02-06 15:35:28,508,harsh_braking,high,0.79,0.72,0.76,Hard acceleration detected (2.8 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG221,TRIP165,DRV203,2024-02-06 15:36:04,1264,harsh_braking,high,1.0,0.71,0.87,Hard acceleration detected (4.0 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG222,TRIP081,DRV048,2024-02-06 15:36:10,550,sustained_stress,medium,0.61,0.69,0.65,Continued elevated audio (74 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG223,TRIP021,DRV142,2024-02-06 15:37:18,618,audio_spike,low,0.4,0.46,0.43,Event: motion_score=0.4 audio_score=0.46,Motion: normal | Audio: normal
FLAG224,TRIP057,DRV168,2024-02-06 15:40:00,60,moderate_brake,low,0.52,0.36,0.45,Moderate motion event (1.8 m/s²) with audio evidence (score=0.36).,Motion: moderate | Audio: normal
FLAG225,TRIP057,DRV168,2024-02-06 15:40:40,100,sustained_stress,low,0.65,0.36,0.52,Continued elevated audio (59 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG226,TRIP021,DRV142,2024-02-06 15:43:51,1011,moderate_brake,medium,0.64,0.46,0.56,Moderate motion event (2.2 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG227,TRIP141,DRV060,2024-02-06 15:43:56,1016,sustained_stress,medium,0.69,0.55,0.63,Continued elevated audio (73 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG228,TRIP201,DRV060,2024-02-06 15:44:25,1045,moderate_brake,low,0.5,0.31,0.41,Moderate motion event (1.7 m/s²) with audio evidence (score=0.31).,Motion: moderate | Audio: normal
FLAG229,TRIP117,DRV032,2024-02-06 15:53:06,846,harsh_braking,high,1.0,0.65,0.84,Hard acceleration detected (4.4 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG230,TRIP093,DRV090,2024-02-06 15:53:15,135,conflict_moment,high,0.74,0.85,0.79,Combined signal: Harsh acceleration (2.6 m/s²) + sustained high audio (86 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG231,TRIP093,DRV090,2024-02-06 15:53:29,149,harsh_braking,medium,0.85,0.29,0.6,Hard acceleration detected (3.0 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG232,TRIP213,DRV067,2024-02-06 15:53:53,173,moderate_brake,low,0.49,0.32,0.41,Moderate motion event (1.7 m/s²) with audio evidence (score=0.32).,Motion: moderate | Audio: normal
FLAG233,TRIP213,DRV067,2024-02-06 15:56:46,346,sustained_stress,medium,0.61,0.67,0.63,Continued elevated audio (77 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG234,TRIP070,DRV207,2024-02-06 16:16:14,374,sustained_stress,low,0.42,0.67,0.53,Continued elevated audio (76 dB) with moderate motion disturbance.,Motion: normal | Audio: very_loud
FLAG235,TRIP070,DRV207,2024-02-06 16:16:44,404,sustained_stress,medium,0.68,0.67,0.68,Continued elevated audio (76 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG236,TRIP130,DRV094,2024-02-06 16:21:51,711,audio_spike,medium,0.49,0.92,0.68,Elevated cabin audio (87 dB) detected.,Motion: moderate | Audio: argument
FLAG237,TRIP130,DRV094,2024-02-06 16:22:21,741,conflict_moment,high,0.76,0.92,0.83,Combined signal: Harsh acceleration (2.7 m/s²) + sustained high audio (87 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG238,TRIP130,DRV094,2024-02-06 16:30:05,1205,sustained_stress,medium,0.57,0.7,0.63,Continued elevated audio (78 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG239,TRIP046,DRV191,2024-02-06 16:31:56,596,harsh_braking,medium,1.0,0.29,0.68,Hard acceleration detected (4.0 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG240,TRIP106,DRV205,2024-02-06 16:36:20,860,audio_spike,low,0.39,0.52,0.44,Event: motion_score=0.39 audio_score=0.52,Motion: normal | Audio: elevated
FLAG241,TRIP106,DRV205,2024-02-06 16:36:50,890,moderate_brake,medium,0.7,0.52,0.62,Moderate motion event (2.5 m/s²) with audio evidence (score=0.52).,Motion: moderate | Audio: elevated
FLAG242,TRIP106,DRV205,2024-02-06 16:41:58,1198,sustained_stress,medium,0.59,0.67,0.63,Continued elevated audio (76 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG243,TRIP178,DRV046,2024-02-06 16:55:21,561,harsh_braking,medium,0.75,0.59,0.67,Hard acceleration detected (2.6 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG244,TRIP022,DRV048,2024-02-06 16:57:23,1403,conflict_moment,high,0.75,1.0,0.86,Combined signal: Harsh acceleration (2.6 m/s²) + sustained high audio (96 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG245,TRIP154,DRV169,2024-02-06 16:59:09,69,harsh_braking,high,1.0,0.69,0.86,Hard acceleration detected (4.0 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG246,TRIP154,DRV169,2024-02-06 16:59:39,99,harsh_braking,high,1.0,0.69,0.86,Hard acceleration detected (6.5 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG247,TRIP022,DRV048,2024-02-06 17:00:06,1566,conflict_moment,high,0.76,1.0,0.87,Combined signal: Harsh braking (2.7 m/s²) + sustained high audio (96 dB). Potential argument.,Motion: harsh_brake | Audio: argument
FLAG248,TRIP118,DRV124,2024-02-06 17:00:07,847,sustained_stress,low,0.56,0.37,0.48,Continued elevated audio (60 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG249,TRIP118,DRV124,2024-02-06 17:00:37,877,conflict_moment,medium,0.94,0.37,0.69,Combined signal: motion + audio events detected in trip. Hard acceleration detected (3.3 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG250,TRIP022,DRV048,2024-02-06 17:02:52,1732,audio_spike,high,0.6,1.0,0.78,Elevated cabin audio (96 dB) detected.,Motion: moderate | Audio: argument
FLAG251,TRIP178,DRV046,2024-02-06 17:02:57,1017,conflict_moment,medium,0.57,0.76,0.65,Combined signal: motion + audio events detected in trip. Continued elevated audio (81 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG252,TRIP118,DRV124,2024-02-06 17:07:27,1287,harsh_braking,low,0.75,0.29,0.54,Event: motion_score=0.75 audio_score=0.29,Motion: harsh_brake | Audio: normal
FLAG253,TRIP035,DRV185,2024-02-06 17:17:09,729,harsh_braking,medium,0.76,0.3,0.55,Hard acceleration detected (2.6 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG254,TRIP035,DRV185,2024-02-06 17:17:20,740,conflict_moment,high,0.82,0.71,0.77,Combined signal: motion + audio events detected in trip. Hard acceleration detected (2.9 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG255,TRIP035,DRV185,2024-02-06 17:17:39,759,sustained_stress,medium,0.65,0.71,0.68,Continued elevated audio (75 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG256,TRIP071,DRV011,2024-02-06 17:19:34,154,moderate_brake,low,0.47,0.35,0.42,Moderate motion event (1.6 m/s²) with audio evidence (score=0.35).,Motion: moderate | Audio: normal
FLAG257,TRIP191,DRV118,2024-02-06 17:20:13,193,sustained_stress,medium,0.54,0.68,0.6,Continued elevated audio (77 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG258,TRIP191,DRV118,2024-02-06 17:20:20,200,moderate_brake,low,0.66,0.3,0.5,Moderate motion event (2.3 m/s²). Normal traffic pattern.,Motion: moderate | Audio: normal
FLAG259,TRIP155,DRV127,2024-02-06 17:21:32,992,sustained_stress,low,0.49,0.56,0.52,Continued elevated audio (74 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG260,TRIP071,DRV011,2024-02-06 17:22:09,309,sustained_stress,medium,0.58,0.7,0.63,Continued elevated audio (80 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG261,TRIP095,DRV088,2024-02-06 17:22:58,1078,moderate_brake,low,0.51,0.31,0.42,Moderate motion event (1.8 m/s²) with audio evidence (score=0.31).,Motion: moderate | Audio: normal
FLAG262,TRIP167,DRV118,2024-02-06 17:31:44,164,harsh_braking,high,1.0,0.52,0.78,Hard acceleration detected (3.5 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG263,TRIP047,DRV107,2024-02-06 17:37:02,482,harsh_braking,medium,0.94,0.35,0.68,Hard acceleration detected (3.3 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG264,TRIP008,DRV050,2024-02-06 17:38:24,504,conflict_moment,low,0.58,0.22,0.42,Continued elevated audio (53 dB) with moderate motion disturbance.,Motion: moderate | Audio: very_loud
FLAG265,TRIP167,DRV118,2024-02-06 17:42:12,792,conflict_moment,high,0.74,0.92,0.82,Combined signal: Harsh braking (2.6 m/s²) + sustained high audio (87 dB). Potential argument.,Motion: harsh_brake | Audio: argument
FLAG266,TRIP023,DRV091,2024-02-06 17:42:18,78,moderate_brake,medium,0.7,0.46,0.59,Moderate motion event (2.5 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG267,TRIP167,DRV118,2024-02-06 17:42:42,822,audio_spike,high,0.64,0.92,0.77,Elevated cabin audio (87 dB) detected.,Motion: moderate | Audio: argument
FLAG268,TRIP203,DRV146,2024-02-06 17:43:26,146,harsh_braking,high,1.0,0.63,0.83,Hard acceleration detected (4.1 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG269,TRIP023,DRV091,2024-02-06 17:44:30,210,moderate_brake,low,0.59,0.46,0.53,Moderate motion event (2.1 m/s²) with audio evidence (score=0.46).,Motion: moderate | Audio: normal
FLAG270,TRIP008,DRV050,2024-02-06 17:45:44,944,audio_spike,low,0.39,0.58,0.47,Event: motion_score=0.39 audio_score=0.58,Motion: normal | Audio: elevated
FLAG271,TRIP083,DRV151,2024-02-06 17:47:55,415,harsh_braking,medium,1.0,0.29,0.68,Hard acceleration detected (3.9 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG272,TRIP008,DRV050,2024-02-06 17:48:13,1093,audio_spike,high,0.56,0.95,0.74,Elevated cabin audio (97 dB) detected.,Motion: moderate | Audio: argument
FLAG273,TRIP083,DRV151,2024-02-06 17:54:45,825,conflict_moment,high,0.78,0.91,0.84,Combined signal: Harsh braking (2.7 m/s²) + sustained high audio (85 dB). Potential argument.,Motion: harsh_brake | Audio: argument
FLAG274,TRIP083,DRV151,2024-02-06 17:55:15,855,audio_spike,medium,0.49,0.91,0.68,Elevated cabin audio (85 dB) detected.,Motion: moderate | Audio: argument
FLAG275,TRIP179,DRV147,2024-02-06 17:55:58,178,harsh_braking,medium,1.0,0.32,0.69,Hard acceleration detected (3.9 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG276,TRIP179,DRV147,2024-02-06 17:56:28,208,harsh_braking,medium,1.0,0.32,0.69,Hard acceleration detected (6.5 m/s² spike).,Motion: harsh_accel | Audio: very_loud
FLAG277,TRIP059,DRV028,2024-02-06 17:57:21,261,moderate_brake,low,0.51,0.53,0.52,Moderate motion event (1.8 m/s²) with audio evidence (score=0.53).,Motion: moderate | Audio: elevated
FLAG278,TRIP143,DRV042,2024-02-06 17:57:25,985,harsh_braking,high,1.0,0.66,0.85,Hard acceleration detected (4.1 m/s² spike).,Motion: harsh_accel | Audio: elevated
FLAG279,TRIP018,DRV161,2024-02-06 18:07:43,463,harsh_braking,medium,0.84,0.48,0.68,Hard acceleration detected (3.0 m/s² spike).,Motion: harsh_accel | Audio: normal
FLAG280,TRIP018,DRV161,2024-02-06 18:14:26,866,conflict_moment,high,0.88,0.9,0.89,Combined signal: Harsh acceleration (3.1 m/s²) + sustained high audio (93 dB). Potential argument.,Motion: harsh_accel | Audio: argument
FLAG281,TRIP018,DRV161,2024-02-06 18:14:44,884,conflict_moment,high,0.76,0.9,0.83,Combined signal: Harsh braking (2.7 m/s²) + sustained high audio (93 dB). Potential argument.,Motion: harsh_brake | Audio: argument
FLAG282,TRIP009,DRV070,2024-02-06 18:30:00,900,audio_spike,medium,0.49,0.96,0.7,Elevated cabin audio (90 dB) detected.,Motion: moderate | Audio: argument
