sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC277,TRIP035,2024-02-06 17:17:50,770,1.3,0.7,9.7,16,12.9437,77.5689
ACC278,TRIP035,2024-02-06 17:33:00,1680,0.2,0.2,9.8,0,12.9057,77.5344
ACC279,TRIP036,2024-02-06 06:12:00,0,0.1,0.2,9.8,0,17.3856,78.486
ACC280,TRIP036,2024-02-06 06:17:10,310,0.8,0.3,9.7,39,17.3764,78.4953
ACC281,TRIP036,2024-02-06 06:22:20,620,0.5,0.1,9.7,48,17.3691,78.5052
ACC282,TRIP036,2024-02-06 06:27:30,930,0.3,0.3,9.8,61,17.3608,78.5154
ACC283,TRIP036,2024-02-06 06:32:40,1240,0.7,0.3,9.6,58,17.3541,78.5236
ACC284,TRIP036,2024-02-06 06:37:50,1550,0.5,0.5,9.6,42,17.3466,78.5343
ACC285,TRIP036,2024-02-06 06:43:00,1860,0.3,0.2,9.8,0,17.3381,78.5435
ACC286,TRIP037,2024-02-06 07:19:00,0,0.2,0.1,9.8,0,17.3837,78.487
ACC287,TRIP037,2024-02-06 07:24:27,327,0.4,0.2,9.7,36,17.3698,78.475
ACC288,TRIP037,2024-02-06 07:29:55,655,6.2,4.1,8.7,13,17.3544,78.4634
ACC289,TRIP037,2024-02-06 07:30:25,685,2.5,1.7,9.1,23,17.3566,78.4655
ACC290,TRIP037,2024-02-06 07:46:00,1620,0.2,0.1,9.8,0,17.3114,78.4278
ACC291,TRIP038,2024-02-06 08:26:00,0,0.2,0.1,9.8,0,12.9737,77.5922
ACC292,TRIP038,2024-02-06 08:34:30,510,0.3,0.4,9.8,39,12.9888,77.5608
ACC293,TRIP038,2024-02-06 08:43:01,1021,2.7,1.8,9.4,23,13.0067,77.5262
ACC294,TRIP038,2024-02-06 08:43:31,1051,1.0,0.8,9.7,35,13.0078,77.528
ACC295,TRIP038,2024-02-06 08:51:00,1500,0.3,0.1,9.8,0,13.0207,77.494
ACC296,TRIP039,2024-02-06 09:33:00,0,0.1,0.2,9.8,0,19.0754,72.8784
ACC297,TRIP039,2024-02-06 09:39:00,360,0.3,0.4,9.5,40,19.0606,72.8668
ACC298,TRIP039,2024-02-06 09:45:00,720,0.4,0.4,9.7,57,19.0443,72.8577
ACC299,TRIP039,2024-02-06 09:51:00,1080,0.3,0.3,9.7,58,19.0283,72.8467
ACC300,TRIP039,2024-02-06 09:57:00,1440,0.4,0.4,9.6,47,19.012,72.8368
ACC301,TRIP039,2024-02-06 10:03:00,1800,0.2,0.1,9.6,36,18.9959,72.8255
ACC302,TRIP039,2024-02-06 10:09:00,2160,0.2,0.2,9.8,0,18.9805,72.8157
ACC303,TRIP040,2024-02-06 10:40:00,0,0.2,0.1,9.8,0,12.9708,77.5953
ACC304,TRIP040,2024-02-06 10:45:10,310,0.8,0.5,9.6,36,12.9802,77.5865
ACC305,TRIP040,2024-02-06 10:50:20,620,0.3,0.2,9.6,47,12.991,77.5804
ACC306,TRIP040,2024-02-06 10:55:30,930,0.6,0.1,9.8,56,12.9999,77.5729
ACC307,TRIP040,2024-02-06 11:00:40,1240,0.4,0.3,9.7,54,13.0083,77.5654
ACC308,TRIP040,2024-02-06 11:05:50,1550,0.5,0.1,9.5,37,13.0175,77.5587
ACC309,TRIP040,2024-02-06 11:11:00,1860,0.2,0.1,9.8,0,13.0275,77.5507
ACC310,TRIP041,2024-02-06 11:47:00,0,0.3,0.1,9.8,0,17.3862,78.4892
ACC311,TRIP041,2024-02-06 11:53:53,413,0.6,0.4,9.6,41,17.3995,78.5034
ACC312,TRIP041,2024-02-06 12:00:46,826,0.7,0.3,9.7,29,17.4132,78.521
ACC313,TRIP041,2024-02-06 12:01:16,856,0.3,0.1,9.8,15,17.4143,78.5222
ACC314,TRIP041,2024-02-06 12:14:00,1620,0.1,0.1,9.8,0,17.4416,78.5529
ACC315,TRIP042,2024-02-06 12:54:00,0,0.4,0.2,9.8,0,13.0808,80.2685
ACC316,TRIP042,2024-02-06 12:57:24,204,0.6,0.2,9.6,48,13.0758,80.276
ACC317,TRIP042,2024-02-06 13:00:49,409,0.7,0.3,9.7,16,13.068,80.2821
ACC318,TRIP042,2024-02-06 13:01:19,439,0.3,0.1,9.8,31,13.0696,80.2848
ACC319,TRIP042,2024-02-06 13:20:00,1560,0.2,0.2,9.8,0,13.0305,80.3096
ACC320,TRIP043,2024-02-06 13:01:00,0,0.3,0.2,9.8,0,12.9716,77.5953
ACC321,TRIP043,2024-02-06 13:04:00,180,0.4,0.2,9.6,38,12.9816,77.582
ACC322,TRIP043,2024-02-06 13:07:00,360,0.3,0.2,9.7,57,12.9922,77.5692
ACC323,TRIP043,2024-02-06 13:10:00,540,0.2,0.4,9.7,52,13.0035,77.5558
ACC324,TRIP043,2024-02-06 13:13:00,720,0.5,0.1,9.5,52,13.0147,77.5432
ACC325,TRIP043,2024-02-06 13:16:00,900,0.3,0.2,9.6,38,13.0241,77.532
ACC326,TRIP043,2024-02-06 13:19:00,1080,0.2,0.1,9.8,0,13.0353,77.5184
ACC327,TRIP044,2024-02-06 14:08:00,0,0.3,0.2,9.8,0,23.0235,72.5698
ACC328,TRIP044,2024-02-06 14:10:16,136,0.4,0.3,9.7,48,23.0175,72.5754
ACC329,TRIP044,2024-02-06 14:12:33,273,0.6,0.3,9.7,34,23.0129,72.5804
ACC330,TRIP044,2024-02-06 14:13:03,303,0.2,0.1,9.8,32,23.0145,72.5814
ACC331,TRIP044,2024-02-06 14:32:00,1440,0.2,0.1,9.8,0,22.9692,72.6123
ACC332,TRIP045,2024-02-06 15:15:00,0,0.3,0.1,9.8,0,28.6149,77.2081
ACC333,TRIP045,2024-02-06 15:22:35,455,0.4,0.1,9.6,37,28.5954,77.194
ACC334,TRIP045,2024-02-06 15:30:10,910,3.7,2.1,9.1,21,28.5769,77.1788
ACC335,TRIP045,2024-02-06 15:30:40,940,1.5,0.9,9.5,21,28.5799,77.1805
ACC336,TRIP045,2024-02-06 15:52:00,2220,0.1,0.2,9.8,0,28.5255,77.1353
ACC337,TRIP046,2024-02-06 16:22:00,0,0.3,0.1,9.8,0,28.6149,77.2119
ACC338,TRIP046,2024-02-06 16:26:58,298,0.4,0.4,9.7,35,28.6338,77.235
ACC339,TRIP046,2024-02-06 16:31:56,596,6.6,4.5,8.5,20,28.6539,77.2612
ACC340,TRIP046,2024-02-06 16:32:26,626,2.6,1.8,9.0,17,28.6566,77.2629
ACC341,TRIP046,2024-02-06 16:41:00,1140,0.3,0.1,9.8,0,28.6908,77.3086
ACC342,TRIP047,2024-02-06 17:29:00,0,0.4,0.2,9.8,0,19.0738,72.8786
ACC343,TRIP047,2024-02-06 17:37:02,482,0.7,0.3,9.7,36,19.0464,72.8577
ACC344,TRIP047,2024-02-06 17:45:05,965,7.1,4.8,8.5,17,19.016,72.8383
ACC345,TRIP047,2024-02-06 17:45:35,995,2.8,1.9,8.9,35,19.0184,72.8397
ACC346,TRIP047,2024-02-06 17:56:00,1620,0.1,0.1,9.8,0,18.9786,72.8102
ACC347,TRIP048,2024-02-06 06:36:00,0,0.3,0.2,9.8,0,19.0771,72.8781
ACC348,TRIP048,2024-02-06 06:39:55,235,0.6,0.4,9.6,39,19.0701,72.8688
ACC349,TRIP048,2024-02-06 06:43:51,471,2.7,1.5,9.5,4,19.0637,72.8596
ACC350,TRIP048,2024-02-06 06:44:21,501,1.1,0.6,9.8,21,19.066,72.8625
ACC351,TRIP048,2024-02-06 07:14:00,2280,0.2,0.2,9.8,0,19.0186,72.7898
ACC352,TRIP049,2024-02-06 07:43:00,0,0.3,0.1,9.8,0,12.974,77.5969
ACC353,TRIP049,2024-02-06 07:44:00,60,0.6,0.1,9.7,42,12.9699,77.5909
ACC354,TRIP049,2024-02-06 07:44:08,68,6.5,4.2,8.6,11,12.9692,77.59
ACC355,TRIP049,2024-02-06 07:44:38,98,2.6,1.6,8.9,29,12.9711,77.5925
ACC356,TRIP049,2024-02-06 07:50:32,452,3.4,1.9,9.2,19,12.9585,77.566
ACC357,TRIP049,2024-02-06 07:51:02,482,1.4,0.7,9.6,33,12.9598,77.5689
ACC358,TRIP049,2024-02-06 08:06:00,1380,0.1,0.1,9.8,0,12.9323,77.5103
ACC359,TRIP050,2024-02-06 08:50:00,0,0.2,0.2,9.8,0,22.5711,88.3668
ACC360,TRIP050,2024-02-06 08:51:23,83,0.4,0.2,9.6,42,22.5688,88.3587
ACC361,TRIP050,2024-02-06 08:52:46,166,2.5,1.2,9.5,18,22.5648,88.3529
ACC362,TRIP050,2024-02-06 08:53:16,196,1.0,0.5,9.8,25,22.5668,88.3558
ACC363,TRIP050,2024-02-06 09:04:32,872,2.6,1.6,9.4,16,22.5335,88.3106
ACC364,TRIP050,2024-02-06 09:05:02,902,1.0,0.7,9.8,19,22.5355,88.3123
ACC365,TRIP050,2024-02-06 09:12:00,1320,0.3,0.2,9.8,0,22.5149,88.2815
ACC366,TRIP051,2024-02-06 09:57:00,0,0.3,0.1,9.8,0,17.3859,78.4875
ACC367,TRIP051,2024-02-06 10:02:30,330,0.3,0.3,9.6,40,17.3984,78.4984
ACC368,TRIP051,2024-02-06 10:08:00,660,0.3,0.5,9.5,47,17.4111,78.5106
ACC369,TRIP051,2024-02-06 10:13:30,990,0.7,0.4,9.5,58,17.4231,78.5222
ACC370,TRIP051,2024-02-06 10:19:00,1320,0.7,0.2,9.6,59,17.4365,78.5357
ACC371,TRIP051,2024-02-06 10:24:30,1650,0.2,0.2,9.7,43,17.4476,78.5469
ACC372,TRIP051,2024-02-06 10:30:00,1980,0.1,0.1,9.8,0,17.4608,78.5595
ACC373,TRIP052,2024-02-06 10:04:00,0,0.3,0.1,9.8,0,13.0833,80.2704
ACC374,TRIP052,2024-02-06 10:07:50,230,0.6,0.2,9.6,38,13.0681,80.2856
ACC375,TRIP052,2024-02-06 10:11:40,460,0.2,0.3,9.5,46,13.0521,80.3009
ACC376,TRIP052,2024-02-06 10:15:30,690,0.6,0.5,9.7,64,13.0389,80.3137
ACC377,TRIP052,2024-02-06 10:19:20,920,0.4,0.2,9.6,51,13.0228,80.3298
ACC378,TRIP052,2024-02-06 10:23:10,1150,0.8,0.3,9.7,44,13.0077,80.3436
ACC379,TRIP052,2024-02-06 10:27:00,1380,0.3,0.2,9.8,0,12.9926,80.3586
ACC380,TRIP053,2024-02-06 11:11:00,0,0.3,0.1,9.8,0,23.0223,72.5714
ACC381,TRIP053,2024-02-06 11:16:50,350,0.3,0.4,9.7,43,23.032,72.5634
ACC382,TRIP053,2024-02-06 11:22:40,700,0.4,0.2,9.5,48,23.0401,72.555
ACC383,TRIP053,2024-02-06 11:28:30,1050,0.3,0.5,9.5,58,23.0495,72.5472
ACC384,TRIP053,2024-02-06 11:34:20,1400,0.3,0.3,9.5,57,23.0594,72.5374
ACC385,TRIP053,2024-02-06 11:40:10,1750,0.4,0.5,9.8,40,23.0691,72.5291
ACC386,TRIP053,2024-02-06 11:46:00,2100,0.3,0.2,9.8,0,23.0775,72.5212
ACC387,TRIP054,2024-02-06 12:18:00,0,0.2,0.2,9.8,0,23.0211,72.5735
ACC388,TRIP054,2024-02-06 12:19:00,60,0.3,0.1,9.5,37,23.0177,72.5688
ACC389,TRIP054,2024-02-06 12:19:14,74,2.7,1.8,9.4,11,23.0158,72.5674
ACC390,TRIP054,2024-02-06 12:19:44,104,1.1,0.8,9.8,20,23.0177,72.5696
ACC391,TRIP054,2024-02-06 12:21:46,226,3.3,1.8,9.2,5,23.0041,72.5617
ACC392,TRIP054,2024-02-06 12:22:16,256,1.3,0.8,9.7,24,23.0063,72.564
ACC393,TRIP054,2024-02-06 12:35:11,1031,3.2,1.9,9.3,10,22.9397,72.5266
ACC394,TRIP054,2024-02-06 12:35:41,1061,1.3,0.7,9.8,28,22.9422,72.5278
ACC395,TRIP054,2024-02-06 12:36:00,1080,0.1,0.2,9.8,0,22.9366,72.5241
ACC396,TRIP055,2024-02-06 13:25:00,0,0.3,0.1,9.8,0,17.3856,78.4874
ACC397,TRIP055,2024-02-06 13:33:19,499,0.6,0.4,9.7,39,17.373,78.4726
ACC398,TRIP055,2024-02-06 13:41:39,999,3.3,1.8,9.2,18,17.361,78.459
ACC399,TRIP055,2024-02-06 13:42:09,1029,1.4,0.8,9.7,18,17.3638,78.4601
ACC400,TRIP055,2024-02-06 13:56:00,1860,0.3,0.1,9.8,0,17.3406,78.4357
ACC401,TRIP056,2024-02-06 14:32:00,0,0.2,0.2,9.8,0,18.5212,73.8569
ACC402,TRIP056,2024-02-06 14:35:40,220,0.3,0.3,9.6,37,18.5339,73.8707
ACC403,TRIP056,2024-02-06 14:39:20,440,0.4,0.4,9.8,57,18.5486,73.8864
ACC404,TRIP056,2024-02-06 14:43:00,660,0.4,0.2,9.7,53,18.5624,73.9013
ACC405,TRIP056,2024-02-06 14:46:40,880,0.3,0.2,9.6,55,18.5784,73.9161
ACC406,TRIP056,2024-02-06 14:50:20,1100,0.6,0.4,9.7,38,18.5913,73.9307
ACC407,TRIP056,2024-02-06 14:54:00,1320,0.1,0.2,9.8,0,18.6065,73.9449
ACC408,TRIP057,2024-02-06 15:39:00,0,0.3,0.2,9.8,0,12.9712,77.5956
ACC409,TRIP057,2024-02-06 15:40:00,60,0.7,0.2,9.7,51,12.9699,77.5921
ACC410,TRIP057,2024-02-06 15:40:40,100,3.8,2.1,9.1,33,12.9692,77.5914
ACC411,TRIP057,2024-02-06 15:41:10,130,1.5,0.8,9.5,15,12.9715,77.5926
ACC412,TRIP057,2024-02-06 16:15:00,2160,0.1,0.1,9.8,0,12.9084,77.5052
ACC413,TRIP058,2024-02-06 16:46:00,0,0.3,0.2,9.8,0,19.0764,72.8771
ACC414,TRIP058,2024-02-06 16:52:10,370,0.3,0.2,9.6,41,19.0908,72.886
ACC415,TRIP058,2024-02-06 16:58:20,740,0.4,0.1,9.8,52,19.1058,72.896
ACC416,TRIP058,2024-02-06 17:04:30,1110,0.7,0.5,9.5,52,19.1192,72.9038
ACC417,TRIP058,2024-02-06 17:10:40,1480,0.5,0.4,9.7,49,19.135,72.9133
ACC418,TRIP058,2024-02-06 17:16:50,1850,0.5,0.4,9.5,42,19.1487,72.9215
ACC419,TRIP058,2024-02-06 17:23:00,2220,0.2,0.1,9.8,0,19.1625,72.9308
ACC420,TRIP059,2024-02-06 17:53:00,0,0.3,0.1,9.8,0,23.02,72.5716
ACC421,TRIP059,2024-02-06 17:55:10,130,0.5,0.1,9.6,47,23.0294,72.5768
ACC422,TRIP059,2024-02-06 17:57:21,261,2.9,1.7,9.4,21,23.0367,72.5831
ACC423,TRIP059,2024-02-06 17:57:51,291,1.2,0.7,9.7,21,23.0385,72.5849
ACC424,TRIP059,2024-02-06 18:23:00,1800,0.3,0.2,9.8,0,23.1167,72.6461
ACC425,TRIP060,2024-02-06 06:00:00,0,0.3,0.1,9.8,0,17.3867,78.4881
ACC426,TRIP060,2024-02-06 06:05:01,301,0.7,0.1,9.7,53,17.3963,78.5005
ACC427,TRIP060,2024-02-06 06:10:03,603,7.3,4.6,8.5,12,17.4077,78.5144
ACC428,TRIP060,2024-02-06 06:10:33,633,2.9,1.9,9.0,30,17.4091,78.5171
ACC429,TRIP060,2024-02-06 06:21:00,1260,0.3,0.1,9.8,0,17.4305,78.5451
ACC430,TRIP061,2024-02-06 07:07:00,0,0.2,0.2,9.8,0,18.5203,73.8544
ACC431,TRIP061,2024-02-06 07:14:15,435,0.5,0.2,9.7,54,18.5044,73.83
ACC432,TRIP061,2024-02-06 07:21:30,870,3.0,1.6,9.3,10,18.4893,73.8025
ACC433,TRIP061,2024-02-06 07:22:00,900,1.2,0.7,9.6,19,18.4903,73.8041
ACC434,TRIP061,2024-02-06 07:26:00,1140,0.2,0.1,9.8,0,18.4781,73.7882
ACC435,TRIP062,2024-02-06 08:14:00,0,0.2,0.1,9.8,0,17.384,78.4873
ACC436,TRIP062,2024-02-06 08:19:50,350,0.5,0.2,9.6,37,17.374,78.4739
ACC437,TRIP062,2024-02-06 08:25:40,700,0.7,0.4,9.7,56,17.3608,78.46
ACC438,TRIP062,2024-02-06 08:31:30,1050,0.7,0.4,9.7,52,17.3501,78.4463
ACC439,TRIP062,2024-02-06 08:37:20,1400,0.8,0.5,9.5,51,17.3375,78.4334
ACC440,TRIP062,2024-02-06 08:43:10,1750,0.5,0.3,9.6,39,17.3259,78.4197
ACC441,TRIP062,2024-02-06 08:49:00,2100,0.3,0.1,9.8,0,17.3143,78.4055
ACC442,TRIP063,2024-02-06 09:21:00,0,0.4,0.2,9.8,0,12.9738,77.5923
ACC443,TRIP063,2024-02-06 09:25:00,240,0.3,0.3,9.5,42,12.9828,77.6054
ACC444,TRIP063,2024-02-06 09:29:01,481,3.6,2.2,9.1,38,12.9938,77.6162
ACC445,TRIP063,2024-02-06 09:29:31,511,1.5,0.9,9.5,30,12.996,77.6178
ACC446,TRIP063,2024-02-06 09:50:00,1740,0.3,0.2,9.8,0,13.0511,77.6735
ACC447,TRIP064,2024-02-06 10:28:00,0,0.2,0.2,9.8,0,18.5208,73.8572
ACC448,TRIP064,2024-02-06 10:31:51,231,0.4,0.2,9.6,40,18.5144,73.8469
ACC449,TRIP064,2024-02-06 10:35:43,463,2.8,1.4,9.4,3,18.5077,73.8372
ACC450,TRIP064,2024-02-06 10:36:13,493,1.2,0.5,9.8,21,18.5098,73.8398
ACC451,TRIP064,2024-02-06 10:46:56,1136,3.6,2.2,9.1,18,18.4902,73.8092
ACC452,TRIP064,2024-02-06 10:47:26,1166,1.4,0.8,9.6,17,18.4924,73.8114
ACC453,TRIP064,2024-02-06 10:52:27,1467,3.5,2.1,9.1,5,18.4829,73.7949
ACC454,TRIP064,2024-02-06 10:52:57,1497,1.5,0.9,9.5,29,18.4857,73.7967
ACC455,TRIP064,2024-02-06 11:05:00,2220,0.2,0.1,9.8,0,18.4616,73.7625
ACC456,TRIP065,2024-02-06 11:35:00,0,0.2,0.2,9.8,0,23.0234,72.5712
ACC457,TRIP065,2024-02-06 11:39:10,250,0.4,0.3,9.6,42,23.031,72.5572
ACC458,TRIP065,2024-02-06 11:43:20,500,0.3,0.1,9.8,48,23.0406,72.5435
ACC459,TRIP065,2024-02-06 11:47:30,750,0.7,0.1,9.6,56,23.0483,72.5304
ACC460,TRIP065,2024-02-06 11:51:40,1000,0.2,0.3,9.7,52,23.0583,72.517
ACC461,TRIP065,2024-02-06 11:55:50,1250,0.2,0.3,9.6,36,23.0664,72.5035
ACC462,TRIP065,2024-02-06 12:00:00,1500,0.2,0.1,9.8,0,23.0763,72.4887
ACC463,TRIP066,2024-02-06 12:42:00,0,0.2,0.1,9.8,0,22.5742,88.3667
ACC464,TRIP066,2024-02-06 12:48:26,386,0.4,0.2,9.5,51,22.5506,88.3893
ACC465,TRIP066,2024-02-06 12:54:53,773,3.2,1.9,9.3,35,22.5282,88.4143
ACC466,TRIP066,2024-02-06 12:55:23,803,1.2,0.7,9.7,32,22.5294,88.4161
ACC467,TRIP066,2024-02-06 13:03:00,1260,0.1,0.2,9.8,0,22.5006,88.4469
ACC468,TRIP067,2024-02-06 13:49:00,0,0.3,0.1,9.8,0,28.6132,77.2087
ACC469,TRIP067,2024-02-06 13:56:28,448,0.6,0.4,9.6,50,28.6363,77.1921
ACC470,TRIP067,2024-02-06 14:03:57,897,7.1,4.9,8.5,18,28.6583,77.1759
ACC471,TRIP067,2024-02-06 14:04:27,927,2.9,1.9,9.0,29,28.6604,77.1771
ACC472,TRIP067,2024-02-06 14:19:00,1800,0.2,0.1,9.8,0,28.7019,77.1393
ACC473,TRIP068,2024-02-06 14:56:00,0,0.2,0.2,9.8,0,19.0756,72.8754
ACC474,TRIP068,2024-02-06 14:59:28,208,0.5,0.4,9.7,50,19.0847,72.8882
ACC475,TRIP068,2024-02-06 15:02:56,416,2.8,1.3,9.4,20,19.0924,72.8982
ACC476,TRIP068,2024-02-06 15:03:26,446,1.0,0.5,9.8,22,19.0947,72.9005
ACC477,TRIP068,2024-02-06 15:21:00,1500,0.2,0.2,9.8,0,19.1371,72.9525
ACC478,TRIP069,2024-02-06 15:03:00,0,0.2,0.2,9.8,0,22.5727,88.3638
ACC479,TRIP069,2024-02-06 15:09:20,380,0.4,0.4,9.7,37,22.557,88.3544
ACC480,TRIP069,2024-02-06 15:15:40,760,0.4,0.5,9.6,58,22.5395,88.3427
ACC481,TRIP069,2024-02-06 15:22:00,1140,0.6,0.4,9.5,53,22.5241,88.334
ACC482,TRIP069,2024-02-06 15:28:20,1520,0.3,0.3,9.6,54,22.5074,88.3219
ACC483,TRIP069,2024-02-06 15:34:40,1900,0.4,0.2,9.7,37,22.49,88.3119
ACC484,TRIP069,2024-02-06 15:41:00,2280,0.2,0.2,9.8,0,22.4754,88.3028
ACC485,TRIP070,2024-02-06 16:10:00,0,0.3,0.1,9.8,0,28.612,77.2068
ACC486,TRIP070,2024-02-06 16:13:07,187,0.5,0.2,9.7,38,28.6194,77.2051
ACC487,TRIP070,2024-02-06 16:16:14,374,2.4,1.3,9.5,10,28.6244,77.2009
ACC488,TRIP070,2024-02-06 16:16:44,404,1.0,0.5,9.8,31,28.6272,77.2027
ACC489,TRIP070,2024-02-06 16:31:24,1284,2.8,1.7,9.4,16,28.6516,77.1821
ACC490,TRIP070,2024-02-06 16:31:54,1314,1.0,0.6,9.8,15,28.6532,77.1846
ACC491,TRIP070,2024-02-06 16:43:00,1980,0.1,0.1,9.8,0,28.6719,77.1656
ACC492,TRIP071,2024-02-06 17:17:00,0,0.3,0.2,9.8,0,23.0209,72.5693
ACC493,TRIP071,2024-02-06 17:19:34,154,0.7,0.4,9.7,44,23.0168,72.5779
ACC494,TRIP071,2024-02-06 17:22:09,309,3.2,1.9,9.3,18,23.011,72.585
ACC495,TRIP071,2024-02-06 17:22:39,339,1.3,0.8,9.8,15,23.0131,72.5875
ACC496,TRIP071,2024-02-06 17:48:00,1860,0.3,0.1,9.8,0,22.9543,72.6483
ACC497,TRIP072,2024-02-06 06:24:00,0,0.4,0.1,9.8,0,23.0218,72.5718
ACC498,TRIP072,2024-02-06 06:29:55,355,0.4,0.1,9.8,45,23.014,72.5858
ACC499,TRIP072,2024-02-06 06:35:50,710,6.7,4.3,8.6,16,23.0052,72.6007
ACC500,TRIP072,2024-02-06 06:36:20,740,2.8,1.7,9.0,23,23.0079,72.6018
ACC501,TRIP072,2024-02-06 06:58:00,2040,0.1,0.2,9.8,0,22.9742,72.6535
ACC502,TRIP073,2024-02-06 07:31:00,0,0.3,0.1,9.8,0,17.3822,78.4866
ACC503,TRIP073,2024-02-06 07:35:00,240,0.7,0.2,9.6,50,17.3719,78.478
ACC504,TRIP073,2024-02-06 07:39:01,481,3.4,2.0,9.2,12,17.3594,78.4687
ACC505,TRIP073,2024-02-06 07:39:31,511,1.4,0.7,9.5,29,17.362,78.4714
ACC506,TRIP073,2024-02-06 07:59:00,1680,0.3,0.2,9.8,0,17.2936,78.4277
ACC507,TRIP074,2024-02-06 08:38:00,0,0.2,0.2,9.8,0,12.9715,77.5941
ACC508,TRIP074,2024-02-06 08:44:20,380,0.3,0.2,9.6,39,12.9575,77.6041
ACC509,TRIP074,2024-02-06 08:50:40,760,0.4,0.3,9.6,58,12.9421,77.6148
ACC510,TRIP074,2024-02-06 08:57:00,1140,0.3,0.5,9.6,56,12.9261,77.6227
ACC511,TRIP074,2024-02-06 09:03:20,1520,0.6,0.3,9.8,47,12.9125,77.6332
ACC512,TRIP074,2024-02-06 09:09:40,1900,0.2,0.2,9.5,43,12.8964,77.6423
ACC513,TRIP074,2024-02-06 09:16:00,2280,0.3,0.2,9.8,0,12.8815,77.652
ACC514,TRIP075,2024-02-06 09:45:00,0,0.1,0.1,9.8,0,28.6143,77.2086
ACC515,TRIP075,2024-02-06 09:49:30,270,0.3,0.1,9.6,43,28.603,77.2191
ACC516,TRIP075,2024-02-06 09:54:00,540,0.7,0.2,9.6,58,28.5912,77.2265
ACC517,TRIP075,2024-02-06 09:58:30,810,0.5,0.4,9.6,56,28.5792,77.2356
ACC518,TRIP075,2024-02-06 10:03:00,1080,0.8,0.1,9.7,58,28.5667,77.2451
ACC519,TRIP075,2024-02-06 10:07:30,1350,0.5,0.2,9.6,40,28.556,77.2544
ACC520,TRIP075,2024-02-06 10:12:00,1620,0.3,0.1,9.8,0,28.5451,77.2639
ACC521,TRIP076,2024-02-06 10:52:00,0,0.3,0.2,9.8,0,12.9725,77.5954
ACC522,TRIP076,2024-02-06 11:00:05,485,0.5,0.2,9.6,41,12.9927,77.6155
ACC523,TRIP076,2024-02-06 11:08:10,970,2.7,1.4,9.4,15,13.0136,77.6362
ACC524,TRIP076,2024-02-06 11:08:40,1000,1.1,0.5,9.8,20,13.0161,77.6379
ACC525,TRIP076,2024-02-06 11:30:00,2280,0.2,0.2,9.8,0,13.0716,77.693
ACC526,TRIP077,2024-02-06 11:59:00,0,0.2,0.2,9.8,0,28.6145,77.2066
ACC527,TRIP077,2024-02-06 12:09:39,639,0.4,0.4,9.6,51,28.5995,77.2341
ACC528,TRIP077,2024-02-06 12:20:18,1278,3.3,1.8,9.3,29,28.5857,77.2589
ACC529,TRIP077,2024-02-06 12:20:48,1308,1.3,0.8,9.7,21,28.5885,77.2603
ACC530,TRIP077,2024-02-06 12:31:00,1920,0.3,0.2,9.8,0,28.5689,77.2836
ACC531,TRIP078,2024-02-06 12:06:00,0,0.3,0.1,9.8,0,13.085,80.273
ACC532,TRIP078,2024-02-06 12:11:22,322,0.7,0.4,9.8,46,13.0958,80.2847
ACC533,TRIP078,2024-02-06 12:16:44,644,3.7,2.3,9.1,32,13.1097,80.2982
ACC534,TRIP078,2024-02-06 12:17:14,674,1.5,0.9,9.6,19,13.1116,80.2994
ACC535,TRIP078,2024-02-06 12:34:00,1680,0.1,0.1,9.8,0,13.1493,80.3422
ACC536,TRIP079,2024-02-06 13:13:00,0,0.2,0.2,9.8,0,28.6144,77.2087
ACC537,TRIP079,2024-02-06 13:18:00,300,0.4,0.1,9.7,38,28.6271,77.2004
ACC538,TRIP079,2024-02-06 13:23:00,600,0.5,0.5,9.8,49,28.6411,77.1929
ACC539,TRIP079,2024-02-06 13:28:00,900,0.7,0.2,9.5,64,28.655,77.186
ACC540,TRIP079,2024-02-06 13:33:00,1200,0.4,0.1,9.6,52,28.668,77.1772
ACC541,TRIP079,2024-02-06 13:38:00,1500,0.3,0.3,9.6,36,28.6835,77.1697
ACC542,TRIP079,2024-02-06 13:43:00,1800,0.1,0.1,9.8,0,28.6962,77.1625
ACC543,TRIP080,2024-02-06 14:20:00,0,0.2,0.1,9.8,0,23.024,72.5718
ACC544,TRIP080,2024-02-06 14:23:18,198,0.3,0.3,9.6,44,23.0287,72.5771
ACC545,TRIP080,2024-02-06 14:26:36,396,3.0,1.8,9.3,12,23.0357,72.5828
ACC546,TRIP080,2024-02-06 14:27:06,426,1.1,0.8,9.8,29,23.0385,72.5839
ACC547,TRIP080,2024-02-06 14:29:04,544,3.4,2.0,9.2,8,23.0392,72.5864
ACC548,TRIP080,2024-02-06 14:29:34,574,1.3,0.7,9.6,28,23.0416,72.5885
ACC549,TRIP080,2024-02-06 14:58:00,2280,0.3,0.2,9.8,0,23.0926,72.6363
ACC550,TRIP081,2024-02-06 15:27:00,0,0.3,0.1,9.8,0,28.6138,77.2076
ACC551,TRIP081,2024-02-06 15:28:00,60,0.5,0.1,9.6,39,28.6112,77.2108
ACC552,TRIP081,2024-02-06 15:28:10,70,2.7,1.6,9.4,5,28.6108,77.2119
ACC553,TRIP081,2024-02-06 15:28:40,100,1.2,0.6,9.8,18,28.6132,77.2134
ACC554,TRIP081,2024-02-06 15:36:10,550,3.1,1.7,9.4,22,28.5883,77.2259
